Unnamed: 0,Free_text,Label_id
46,thắng vui đội bóng đội vùi_dập đối_thủ đẹp trời kiếm chúc_mừng goner con_người arsenal,0
47,cuộc_sống con_người ghét đứa to xác lười_biếng ăn_bám thân_xác cha_mẹ gầy_guộc,1
48,mấy kiểu việt_nam,0
49,thiếu_niên dễ_dãi kiến_thức phòng_tránh chủ_quan hệ_lụy,0
50,cuộc_sống_còn thiết_nghĩ bà_con sinh_đẻ lo miếng học_hành con_cái khổ đời đời,0
51,đơn_giản bé học lớp học kịp nổi chương_trình,0
52,tập hình_như học lớp tui sinh cảm_giác truyện thời đọc truyện chữ,0
53,chợ đông,0
54,khả_năng lõi mặt_trời sống ngược_lại trái_đất lõi mặt_trời át mẻ,0
55,khả_năng trump tín_nhiệm tái đắc_cử,0
56,sửa_chữa vật trưng_bầy mỹ_thuật tòa mỹ_thuật viện bảo_tàng mỹ_thuật,0
57,lành bệnh cố_gắng kiếp an_toàn kiếm tiền anh_chị con_cái gia_đình thiếu_thốn vật_chất cảnh thiếu_thốn cha_mẹ,0
58,gửi bé cơ_sở thiện nguyện bé cuộc_sống con_người học,0
59,đọc báo binden trump mặt nhân_ái ủng_hộ,0
60,đề_nghị trái nhá,0
61,gắt_gao sân_bay kẻo cộng_đồng nguy_hiểm,0
62,cách_ly vĩnh_viễn xã_hội mong cháu xóa_sạch kỹ ức đau_khổ,1
63,phân_vân kona seltos pre kona seltos phanh hệ_thống chống trượt thân xe xuống_dốc cảnh_báo điểm_mù cảm_biến_áp xuất lốp toàn công_nghệ an_toàn thaco cắt đi,0
64,trang_bị so_sánh seltos luxury thiết_kế đẹp rộng hàng ghế rộng hòa so_sánh kona an_toàn phát_biểu xe xd,0
65,wakanda forever di_sảng tiếp nối siêu anh_hùng da_màu,0
66,cá to thả tự_nhiên đi,0
67,chạy kia hyundai chất_lượng lắp_ráp kia hyundai nhựa kia lắp lởm cọt_kẹt đi hyundai xe,0
68,linh_kiện thay_thế hạn bảo_hành fadil,0
69,ly_kỳ,0
70,nhật hàn việt nam lắp_ráp thế_giới phẳng,0
71,sự_cố hy_hữu,0
72,acent cụ xe kiểu châu âu dáng đẹp công_nghệ,0
73,phép đóng dân lựa_chọn,0
74,chúc cháu sức_khỏe hạnh_phúc thành_quả cuộc_sống học_tập cháu,0
75,vios múc toyota number one đẳng_cấp,0
76,ủng_hộ trump mong nhiệm_kỳ,0
77,coi_thường pháp_luật hôm_nay kỹ toàn uống bia giả hệ_thống phân_phối,0
78,cá xấu nước_mặn sống hội cá_heo biết_điều bạn_bè ảnh_hưởng,0
79,cầu_mong bình an việt nam cố đất_nước chiến_thắng,0
80,thành_phố bố_trí khu tạm_cư dân chờ đền_bù giải_tỏa,0
81,định_nghĩa diện_tích nửa tích chiều chiều cạnh_đáy,0
82,đầu xe_bồn chạy chậm dừng đèn_đỏ chạy luôn_vậy,0
83,đinh tồn_tại ngày_nay,0
84,viết chất_lượng,0
85,điều_khiển tranh_luận thiên_vị joe rõ_ràng chẳng luật_chơi tranh_luận hai đồng_ý phút trình_bày quốc dân chính_sách ích đất_nước bầu tiếng trump trò vú lấp miệng joe trình_bày mặc_dầu joe tật cà_lăm bé joe joe khả_năng trình_bày ràng rành_mạch sức thuyết phuc mặc_dầu joe lớn_tuổi sắc_bén joe la lương_thiện đầy_đủ khả_năng ban tham_mưu lèo lai thuyền quốc_gia hoa kỳ giông tố thùng rỗng thùng kêu to trump cử_tri hoa kỳ phiếu bầu cử_tri trí_thức loại_bỏ donald trump,0
86,dã_man nhân_tính chia buồn gia_đình nạn_nhân,1
87,triền_miên tập gym tự_tin môm thể_thao cải_thiện_vẻ,0
88,thuỳ dung đẹp sản_xuất,0
89,dragon soul gọi tucson soul chán xe trung quốc thời nhái xe nhái xe bình_dân hãng xe lắm tiền đầu_tư tiền_bạc vẽ thiết_kế đặc_trưng hãng vinfast lẫn tiết_kiệm đồng đi cop thiết_kế hãng xe,1
90,câu lạc_bộ hà nội chuyên_nghiệp giải bóng_đá phố huyện,0
91,mấy anh_em chê_bai hoài basa khớ khớ schalke ',0
92,bóng_đá môn thể_thao giải_trí anh_em còm men so_sánh gắt nhà_báo chuyên_gia tận_hưởng chuyên_gia so_sánh mesi so_sánh huyền_thoại ngầm mesi tầm,0
93,tiêm tiêm vacin tiêm phòng lo đem gởi cơ_sở phản_ứng tiêm phòng phút tùy thể_trạng bé phản_ứng buồn,0
94,acent hạng chất_lượng hàn nhật cố chục vios ngon khổ nổi vỏ tole mỏng lá lúa hơi tiếc,0
95,kính chúc tổng_thống trump mau bình_phục đắc_cử nhiệm_kỳ,0
96,vàng vàng gấp đôi tài sảng,0
97,vô thành_phố hồ chí minh mấy ngā tư quẹo chỗ đường góp_phần nguy_hiểm lái_xe xe_hơi xe_máy thành_phố đông xe_hơi quẹo quan_sát nguy_hiểm,0
98,mục_đích bảo_hiểm bảo_vệ trích thu_nhập mua bảo_hiểm mai_mốt may ốm bệnh_tật gói bảo_hiểm mua tích_hợp sảng phẩm bổ_trợ bảo_lãnh thanh_toán viện_phí trợ_cấp y_tế nằm viện thu_nhập công_ty bảo_hiểm thanh_toán thay nằm viện tiền thu_nhập nằm viện thu_nhập trường_hợp rủi sinh_mạng tiền hàng thu_nhập mua công_ty thanh_toán khoản tương_đối thay báo_hiếu cha_mẹ người_thân sống tiếp khoản đi trường_hợp may_mắn khỏe_mạnh khoản tương_đối khoản tích_cóp cộng lãi xuất tiền rủi_ro tuân_thủ điều_khoản hđ tiền trừ trục tiền,0
99,trận hôm tiến barca,0
100,duy_nhất đồ màu đen bánh_gai,0
101,gia_đình quản_lý điện thoai con_em đừng ném trách_nhiệm giáo_viên nhà_trường trưởng_thành kiểm_soát điện_thoại con_trẻ học_sinh điện_thoại tài_liệu học thư_viện phòng vi_tính trường chẳng học tiếp_thu tại_chỗ thầy hợp_thức_hóa điện_thoại điện_thoại bóng trách_nhiệm lăn chân thầy nhà_trường chính_quyền,0
102,phản_ứng kịp,0
103,kiếm bé đau_lòng,0
104,chính_xác thể_hiện đẳng_cấp,0
105,cám_ơn cám_ơn dân video hồi_hộp lo xe bắn,0
106,bầu_trời đỏ táng xạ ánh_sáng bầu_trời đỏ sao_hỏa,0
107,roland garos khởi tranhgặp thời_tiết lạnh chừngnadal thần_tượng mìnhbảo vệ báu thiệt tình,0
108,tập vầy đi chạy đi xí quách,0
109,cảnh_báo ầm_ầm sợ,0
110,ủng_hộ đình_chỉ học đuổi học hư sai đuổi học đình_chỉ hành_động phản_tác_dụng giáo huấn nền_tảng giáo_dục đi hướng sai cảm_giác ty chảy bèo trôi mặc_định hư sai đuổi học đằng tâm_lý tiêu_cực bất_cần đầu hệ_quả xấu học_sinh xã_hội thay_vì đình_chỉ học đuổi học đi lao_động công_ích đi điều_trị tâm_lý tham_gia giúp_đỡ tổ_chức hoạt_động xã_hội hoạt_động từ_thiện vậy_vậy tuỳ mức_độ vi_phạm lựa_chọn hình_thức,0
111,cầu_mong khỏe_mạnh,0
112,đồng_ý phương_án điều_chỉnh,0
113,nỗ_lực tuyệt_vọng chẳng_thể níu_kéo tình nàng quyết đi người_tình,0
114,con_ruột sinh vầy ngưỡng_mộ cường,0
115,hài lái_xe kiểu trời đầu xe nát bét đụng xe bánh đề_nghị lái tài_xế vĩnh_viễn đi,1
116,mua xe tiện_ích đông sedan ngon,0
117,ráng đợi tích_góp mua mazda sedan chạy mấy fadi giải_pháp tức_thời mua đi gái vợ_con gq việt nam mua xe_hơi lựa_chọn xe hợp_lý,0
118,mai_đây sớ rớ học_trò đấm thẳng mặt vừa_lòng mấy kiểu đi kỷ_luật bó_tay,1
119,doanh_số đồ uống cồn kèm bệnh_tật chẳng,0
120,cha_mẹ học giỏi thành_công đường học_vấn việc_làm thừa_nhận thánh ép học giỏi học lớp lớp học giỏi bắt học định_cư châu âu tư_tưởng ép học giỏi bắt_buộc học trưởng_thành hướng đi yêu vui_vẻ lựa_chọn việt_nam rơi vòng xoáy ép học môi_trường sống,0
121,theo_dõi thi_đấu thua bạc_nhược trận kênh,0
122,ôm táng vòng biển đi noul,0
123,giải_quyết thỏa_đam_mê học bài_học kiếm tiền,0
124,môi_trường y_tế khẩu_trang y_tế tràn_lan đời_sống dân_sinh môi_trường y_tế quy_trình vật_tư y_tế khẩu_trang y_tế găng_tay bảo_hộ đời_sống dân_sinh khẩu_trang vải xả thải bừa_bãi phân_hủy,0
125,phục_vụ học_tập học thu_thập tài_liệu học học truyền_đạt kiến_thức thảo_luận tài_liệu điện_thoại phút đoán google hiệu_quả tìm_kiếm thông_tin đọc sàng_lọc thông_tin mạng nhiễu_loạn,0
126,đề_nghị cơ_quan chúc năng hành_vi ngang_nhiên bạo_hành trẻ_em dư_luận xã_hội phẫn_nộ hành_vi trường_học mặt cháu trẻ_thơ cô_giáo trường,0
127,hic tu_vi trê chéc kịp thành tinh bị_thịt,0
128,đập lan công_an an_toàn hai lũ đỡ nguy_hiểm,0
129,căng,0
130,thu_hồi gấp cấm sảng phẩm,0
131,tu_hú việt_nam,0
132,ful lăn bánh lựa_chọn nisan suny xv or xt atrange cvt ciaz xe hạng xe lướt mua hạng năm_tuổi vios cvt g or city năm_tuổi đét mua đỡ đau_đầu đi suny hài_lòng tiền vios city tự_động đi,0
133,khen_thưởng đồng_chí ca hình_sự điều_tra mảng tội_phạm ma_túy lọt hai đối_tượng xã_hội khổ công_an,0
134,lúa_thu đông trỗ ảnh_hưởng,0
135,bhnt mua trẻ chia ngân_sách mua bhnt đầu_tư tích_luỹ thông quỹ công_ty bhnt thọ quản_lý tích_luỹ con_số ngờ,0
136,mua elantra cerato túc_sơn sorento mua city vios hả mua mấy hàn tôn kia thừa tiền đổ xăng,0
137,sản_xuất mẫu điện_thoại video đẳng_cấp giàu,0
138,soluto tiện_nghi đầy_đủ khóa thông_minh máy_ảnh cảm_biến lùi đợt soluto phí trước_bạ rẻ dòng xe nhập,0
139,cháy mãi,0
140,kona đầu buồi so_sánh kia seltos pre tao so_sánh khẩm khiễng,0
141,tầm tiền vios,0
142,phương oanh trông phạm băng băng,0
143,trực_tuyến phán mệt sát đánh_bắt sát_sinh mấy ăn_vậy tai_nạn mấy thánh trực_tuyến,1
144,cá sống_sót bơi đi đọc thở_phào nhẹ_nhõm mong cá sống_sót thương_tích đợt cuộc_sống sinh_tồn lắm,0
145,trường_hợp mẹ chồng di_chúc vợ_chồng sống chị_gái chồng chồng tỉnh đòi quyền chia đất mẹ chồng sống con_gái vay gái vay đòi chia đất đi tiền phúng_viếng liệu đòi đất,0
146,thành_quả trump covid_hủy hậu_quả sai trump,0
147,ca chấn_thương bale tui khâm_phục đội_ngũ bác_sĩ thể_thao real chữa_trị bale tui ngạc_nhiên bale chạy đá số_lượng chấn_thương,0
148,xấu sự_thật hồi xe hàn xe nhật mẫu_mã options tiêu_dùng,0
149,điện_thoại tuyệt_vời tiếc đại đa_số học cạch game chat chết yêu_đương phim mạng xã_hội,0
150,pha đột_phá phút đẹp chuẩn thương_hiệu,0
151,chuyến bay,0
152,có_lẽ gu âm_nhạc thể_loại một_hai stres lắm,1
153,tập_họp đeo khẩu_trang mùa bầu_cử mĩ đứng thế_giới dịch_bệnh covid,0
154,hệ_thống luật_pháp việt_nam thực_thi pháp_luật bất_cập bé bạo_hành bao báo_cáo giải_quyết dứt_khoát bé rơi cảnh,0
155,trăm chảy đá mòncòn buônchuyên án ma_tuý buồnbắt trăm bánh hoàitrách trách aicái vòi bạch tuột dài_dài bung ramong yên bình tacác chiến_sĩ xông_pha vững_lòng,0
156,học bé trai ham kiểm_tra cháu học bgd cháu ý_thức học cháu lười_biếng ỷ y thầy cha_mẹ lo_lắng cháu học tự_lập học khả_năng thuyết_trình tin_học giúp học đại_học cao_đẳng đỡ bỡ_ngỡ khuyết_điểm khổ thầy kiểm_tra thường_xuyên học_sinh nắm vững bổ_sung kiến_thức kịp_thời sửa kịp thông kiểm_tra sợ thầy sát_sao khả_năng học học_sinh,0
157,điểm_sàn tình_hình trở hy_vọng trúng_tuyển đại_học ngân_hàng,0
158,trời trump đắc_cử,0
159,santafe máy dầu,0
160,covid né trách_nhiệm thận_trọng hậu_quả nghiêm_trọng chừa nguyên_thủ cường_quốc thế_giới ngàn tỷ đô thái_độ khinh_suất xem_thường covid nếm_trải hậu_quả nhãn_tiền,1
161,lo_ngại sức_khỏe covid tấn_công già tấn_công thái_lan,0
162,rẻ mạng,1
163,chào vọng thành_công pháo_thủ arteta,0
164,trốn đi tắm ao hồ sông hồ sảy chân té sông hai chị_em té mấy vớt ôm_chân cầu bò sống miền tây bơi đi vũng_tàu đem phao chẳng phao đường sóng đẩy đi may tóm tóc ói xanh mặt mạng may tập bơi dạy bơi lắm biết_thân phận tắm biển cạn hồ bơi dạng hồ con_nít,0
165,bọ biển dám tôm dịp thử đấy,0
166,trồng bảo_vệ rừng hàng tiên,0
167,đi học nhẹ_nhàng thành_tài ngày_nay học sách thay vất_vả học_sinh lãng_phí tài_nguyên xuất_bản vui,1
168,châu âu airbus máy_bay tuyệt_vời trình_độ công_nghệ nhật tất_nhiên ô_tô đức âu ăn_đứt nhật,0
169,mặt,1
170,cố dậy chút món kiểu salad món hấp nấu_ăn tiếng mấy món cầu_kì tuần sẵn nilon bọc hộp nhựa kiểu tươi ngon,0
171,đọc kỹ đề quăng atrage lăn bánh soluto chạy thử phán lắm,0
172,hy_vọng mau bình phuc,0
173,cá_thu thành tinh,0
174,tiền chia rung đùi đếm sướng d,0
175,xe nhật đi lành mẫu_mã optin mua xe trung quốc khoản xe hàn,0
176,cách_tân đồng_phục kiểu hình miễn đi,0
177,vay ngân_hàng trả_góp mua xe dòng xe cỏ đi chuẩn xe cũ dòng đổ,0
178,mẹc đi vuốt râu hôi pen,1
179,dân miền nam quen phương_ngữ nam kị húy thời nguyễn thành thói_quen miền nam ví_dụ hà tông quyền miền nam gọi hà tôn quyền lê_thánh tông miền nam gọi lê_thánh tôn chữ tông nguyễn phúc miên tông tức vua thiệu trị cháu nội nguyễn ánh tông đọc tôn vui_vẻ,0
180,trời_ơi đọc căm_phẫn trào nước_mắt có_thể_loại ác đức thương vô_cùng nổi đau cả_thể_xác tinh_thần xót_xa bé gái cặn kia xăm hại thua loài thú diễn_tả,1
181,tuyệt vờichúc mừng,0
182,giá tiguan vw kìa,0
183,ghét suốt cuộc_gọi mời đi hội_thảo mua bảo_hiểm ghét kinh_khủng_khiếp,1
184,vui khỏe bơi sợ xơi_tái_mình,0
185,hóa_chất màu_vẻ,0
186,tước quyền nuôi vĩnh_viễn cấm khơi dậy nổi ám_ảnh,0
187,vụ dừng đền đỏ tông vũng_tàu xe_con tông sống đằng toàn xe công xe ben thắng mạng,0
188,nguy_cơ đánh tài sảng văn_hóa trăm xây bảo_tồn trăm,0
189,lỗi công_ty tài_chính phân_biệt hồ_sơ vay vốn kia giả,0
190,nhan_sắc đời_thường ảnh bình_thường tóc khô xấu hy_vọng hoàn_thiện,1
191,ý_kiến hợp_lý hợp tình chủ_đề covid anh_em cuba vững_mạnh phát_triển,0
192,sách lớp dạy trẻ siêu_nhân bé lớp chương_trình dạy chẳng lớp hồi xưa tội bé học kiểu cải_cách,1
193,đi máu gọn đi nội_thành đi công_tác đầm suýt_soát đầu phân khúc,0
194,cầu_mong thế_giới bình_an,0
195,ăn_khỏe nhớn,0
196,mắc bệnh tim thuốc thuốc thuốc bệnh đỡ thuốc tiền chữa bệnh tim hoàn_cảnh thương ghê,0
197,mua xe niềm tự_hào dân_tộc sảng phẩm hàn đáp_ứng nhu_cầu khách_hàng mẫu_mã an_toàn tiện_nghi việt nam sảng phẩm xe hàng hyundai mặt toyota doanh_số đầu,0
198,bác_sỹ việt_nam tuyệt_vời,0
199,irina nga sót cập đôi tiếc,0
200,tồn_tại cầm_thú,1
201,chúc cháu mạnh_khoẻ,0
202,tâm_hồn nghệ_sĩ nhạy_cảm mong_manh tựa dây đàn thách_thức,0
203,chương_trình phổ_thông thời học ngoại_trừ môn tiến phát_triển công_nhận học tuần học học_sinh tốt_nghiệp ngoại_trừ môn tiếng học trung_bình uyên_bác môn khoa_học tự_nhiên văn lịch_sử đia lý phát_triển cải_cách môn tiếng bật đại_học,0
204,ngòi nổ ngòi khủng đe_dọa tê_liệt đối_phương,0
205,khả_năng chấn_thương tái_phát thường_xuyên đá,0
206,nhập_cảnh làm_việc việt_nam việt hồi_hương du_lịch bao khánh du_lịch nhiêu cách_ly đi du_lịch ngần vòng giam cách_ly mấy hứng_thú đi du_lịch,0
207,doanh_nghiệp nhật sảng xuất việc_làm xuất_khẩu lao_động,0
208,suv to_lớn thế_giới,0
209,chàng gấp đôi nàng xứng_đôi,0
210,tầm giá xe nhật tiêu_biểu nisan suny honda city suzuki ciaz huyền_thoại vios đi kì bảo_dưỡng bảo_dưỡng bình_thường giá rẻ tuyệt_đối congnong hàn_thân,0
211,bột than tre sợ đại_trà than,0
212,tạ ơn trời phật phù_hộ tạ ơn bác_sỹ,0
213,xe quốc dân tiêu_chí viết kiểu_dáng nội_thất tiện_nghi xe dịch_vụ gia_đình cỡ,0
214,mỹ câu_chuyện cầu_thang xoắn_ốc gỗ đinh địa_chỉ bang new mexico mỹ ghé thăm nhà_thờ loreto kết_hợp hai công_trình gỗ trung_quốc mỹ xây tòa cao_tầng ý_muốn gỗ đấy cầu vòm gỗ xây tầng tòa cầu_thang gỗ xoắn_ốc đỡ cầu vòm gỗ đóng vai_trò tầng tòa tương_tự_cao vô_số tầng cầu_thang gỗ lực phi_thường kia,0
215,mua đĩa nhạc xóm đĩa chuyền kia,0
216,ước_mơ ngắm cực_quang đời,0
217,đi học học mấy hôm bệnh_viện khổ_thân mấy bé,0
218,tottenham lựa_chọn khôn_khéo mo đội_hình đẹp toàn độ chín sự_nghiệp bổ xung cầu_thủ chất_lượng áp_lực lối đoạt danh_hiệu thành_công mo thời tottenham,0
219,câu đòi món nợ vẻ hư câu nợ nợ tội,0
220,thất_bại bc bánthứ chả coi_trọng bc lắm đượcthứ câu lạc_bộ bắt_buộc lỗ tiền lương hđ bao thành_tích tương_xứng tiền_lương hy_vọng kéo cục_diện viễn_cảnh quyết đi bc chả mùa vội tưởng_bở,0
221,pháp_luật trừng_trị vô_đạo,1
222,làm_khó thước_đo cạnh hình_vuông xong,0
223,đau_lòng mong bình an sống,0
224,hành,0
225,đẹp,0
226,bài_toán giả_thuyết lời_giải giả_thuyết xét phạm_vi trái_đất không_thể_nào tam_giác đáp_ứng đề_bài xét hình_vẽ đề_bài tam_giác đáp_ứng đề_bài tổng đường_cao diện_tích diện_tích trái_đất không_gian vô_tận vẽ tam_giác chỉ_vẽ đường_cao nằm tam_giác đáp_ứng đề_bài đường_cao ảo tam_giác kết_luận đề_bài tam_giác tổng đường_cao mm diện_tích tam_giác diện_tích trái_đất,0
227,sốt_thế cho_dù cơ_thể chừng_mực thuốc_bổ uống hoài tình_hình thực an_toàn thực_phẩm ta lộn_xộn vụ độc vụ độc kia tiền lãi ảnh_hưởng sức tiêu_dùng tinh than tre than kịp thị_trường video phở tương đen tương đỏ chấm thử_hỏi kiểm_tra mấy thương_hiệu uy_tín thùng nhựa lít quán mua rổ nguồn_gốc xuất_xứ,0
228,cảm_giác bơi cá_mập col lắm,0
229,già làm_gương trẻ,0
230,cules mùa si đi sân ghi_bàn,0
231,ấn độ nổi_tiếng đất_nước pháp_luật hết_sức nghiêm_khắc thừa_hành liêm dân_số đông lực_lượng hành_pháp ít_ỏi xảy hành_vi vi_phạm_pháp_luật kinh_khủng,0
232,video giới_thiệu cảnh đầu chị_em,0
233,tiếc buồn thầy lặn_lội vận_động cháu ham học trách_nhiệm,1
234,dân hàn ghê y_hệt điện_thoại sam sung_vậy,0
235,xe cam lùi cam tiến đỗ xe dán kính bọc sàn cam hành_trình màn_hình xe nhạc cam video,0
236,tội_nghiệp,0
237,thời bao kỷ_niệm gắn liền ca_khúc,0
238,chó nghiệp_vụ thông_minh_tinh_ranh cảnh_sát huấn_luyện huấn_luyện đừng mua le khổ xung_quanh,0
239,gọi tai_nạn,0
240,đan trường hồi hát làn_sóng xanh rât cảm_xúc video âm_nhạc đẹpchúc mừng thành_công,0
241,ảnh trông bé mày tưởng,0
242,việt_nam phạt thu phương_tiện thành_phần độ bô khó_chịu,0
243,vỏ mỳ tôm gửi,0
244,hải_cẩu biển hất phát bay mấy mập ngửi mùi bán_kính khuyến_mãi sới mấy trùm,0
245,đề_nghị truy_cứu trách_nhiệm phòng_khám tiến_hành nạo_thai tuần bất_nhân,1
246,vô_tiền_khoáng_hậu,0
247,cháu học lớp tuần nhắn_tin kêu than cháu viết chậm đọc chậm học tuần đòi đọc trơn trơn_tru câu đánh_vần viết thẳng đẹp nghiêng vẹo viết chữ hoa uốn_éo ngây_thơ chuyên_gia_giáo_dục cháu đi học cháu lớp học tinh_thần lớp kết_quả hối kịp cháu đánh_vật sách_vở mẹ khổ kêu bảo chương_trình cải_cách khổ đành ngửa mặt kêu giời,1
248,cám_ơn who,0
249,chỉ_số đổi_mới sáng_tạo việt_nam liên_tục bớt chuyên_gia nước_ngoài tiên đội_ngũ lao_động kỹ_thuật,0
250,mặc_dù fan xe nhật công_nhận seltos đẹp dự mưa gió thị_trường việt_nam,0
251,xe chỗ màu đen chờ đèn_đỏ nhanh_trí chạy xe máy_ảnh làn xe_bồn cố_tình mấy,0
252,loài táng sắp_xếp gớm,0
253,juve xã haiquá khác_biệt,0
254,thương mẹ hy_sinh tiêm ngừa phát_hiện kịp_thời tiêm theo_dõi phút cơ_sở đấy kinh_nghiệm,0
255,thể_dục ság giãn gân giãn cốt xd,0
256,xót_xa phụ_huynh bé cầm nước_mắt đọc chia buồn,0
257,đường_cao đỉnh nằm tam_giác đường_cao canh nằm tam_giác đường_cao giới_hạn tam_giác vô_hạn bình_thường,0
258,triệt_để hành_vi chăn_dắt trẻ_em,0
259,cuộc_sống bình_yên nhân_dân,0
260,đời học chữ ngờ làm_ăn bất_chính mau giàu mau tù,0
261,đau_lòng cầu_mong linh_hồn an_nghỉ cầu_mong hồi_phục nạn,0
262,đường chẳn lẻ thứ_tự đường ví_dụ đường nhánh đường đường nhánh đường nhánh bao_xa,0
263,vị tôm_hùm tôm bình_thường,0
264,giao_hữu lã bàn thắng xuất_phát mecxit,0
265,thành hit,0
266,thế_giới ca bệnh mở_cửa chuyến bay qtế nổi,0
267,thốn thiệt,0
268,đường chuyền mesi alba alba chuyền barca thắng công đầu si ' ',0
269,tottenham chers,0
270,bủa huawei,0
271,than tre ích hại cơ_quan_chức_năng ý_kiến an_toàn thực_phẩm,0
272,chán ghê_vậy biển hét dám mặc bikini thời_đại,0
273,luật hai công_ty chủ_động chi_trả toàn_bộ chi_phí chữa_trị trúng_độc pate minh chay chờ pháp_luật,0
274,đẹp_trai tổng_giám_đốc điều_hành facebok,0
275,sợ không_gian kín chật_hẹp nằm tận tiếng cực_kì bản_lĩnh gan_vậy,0
276,tội arsenal liv đụng tiếp mc,0
277,vợ đẹp ngoan xinh_đẹp tài_giỏi gia_đình đồng_lòng vận_động tranh_cử trump tái đắc_cử hiển_nhiên,0
278,giấy phạt gửi địa_chỉ giấy đăng_kiểm giấy nộp phạt,0
279,đoạn kết cảnh_sát ban_đầu tưởng nghiêm_trọng cười,0
280,thời hai đi học cắn oét bụng gần_chỗ rốn chảy_máu thâm tím hai trời lành sẹo chọc mắt may mù mày dạy đánh_bạn cắn chỉ_bảo đánh đánh đánh mách cô_giáo chủ_động đánh cắn bé hiền nhút_nhát đi học chuyên_gia bắt_nạt toàn đánh năm_ngoái học trường kia bảo_mẫu cắn thâm tím bầm máu mấy đầu bé mày may nói_chuyện trường,0
281,chung_cư gia_đình tân phú chờ mòn_mỏi sổ hồng,0
282,mua đọc hơp đồng chì nhân_viên nóng tiền mua hủy rút_tiền mất_trắng,0
